0
0	6	613	0	0	610	611	0	0	0	0	1	1	10	65	3000000	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	65	65	85	0	7190	7190	0	255	0	255	0	255	1	1	0	6159	6159	0	255	0	255	0	255	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1	3	604	0	0	606	607	608	0	0	0	5	4	10	65	2000000	3	0	1112014848	1	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	69	65	65	0	0	7167	9	9	0	255	0	255	1	1	1	6159	6159	0	255	0	255	0	255	1	1	0	7181	7181	0	255	0	255	0	255	1	1	0	7182	7182	0	255	0	255	0	255	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2	3	604	0	0	606	607	608	0	0	0	5	4	10	65	2000000	3	0	1112014848	1	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	69	65	65	0	0	7167	9	9	0	255	0	255	1	1	4	6159	6159	0	255	0	255	0	255	1	1	0	7181	7181	0	255	0	255	0	255	1	1	0	7182	7182	0	255	0	255	0	255	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
3	3	604	0	0	606	607	608	0	0	0	5	4	10	65	2000000	3	0	1112014848	1	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	69	65	65	0	0	7167	9	9	0	255	0	255	1	1	2	6159	6159	0	255	0	255	0	255	1	1	0	7181	7181	0	255	0	255	0	255	1	1	0	7182	7182	0	255	0	255	0	255	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
4	3	604	0	0	606	607	608	0	0	0	5	4	10	65	2000000	3	0	1109393408	1	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	69	65	65	0	0	7167	9	9	0	255	0	255	1	1	16	6159	6159	0	255	0	255	0	255	1	1	0	7181	7181	0	255	0	255	0	255	1	1	0	7182	7182	0	255	0	255	0	255	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
5	3	604	0	0	606	607	608	0	0	0	5	4	10	65	2000000	3	0	1114636288	1	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	69	65	65	0	0	7167	9	9	0	255	0	255	1	1	0	6159	6159	0	255	0	255	0	255	1	1	0	7181	7181	0	255	0	255	0	255	1	1	0	7182	7182	0	255	0	255	0	255	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
6	4	605	0	0	606	607	608	0	0	0	5	4	10	65	4000000	3	0	1112014848	1	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	69	65	65	0	0	7167	10	10	0	255	0	255	1	1	1	6159	6159	0	255	0	255	0	255	1	1	0	7181	7181	0	255	0	255	0	255	2	2	0	7182	7182	0	255	0	255	0	255	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
7	4	605	0	0	606	607	608	0	0	0	5	4	10	65	4000000	3	0	1112014848	1	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	69	65	65	0	0	7167	10	10	0	255	0	255	1	1	4	6159	6159	0	255	0	255	0	255	1	1	0	7181	7181	0	255	0	255	0	255	2	2	0	7182	7182	0	255	0	255	0	255	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
8	4	605	0	0	606	607	608	0	0	0	5	4	10	65	4000000	3	0	1112014848	1	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	69	65	65	0	0	7167	10	10	0	255	0	255	1	1	2	6159	6159	0	255	0	255	0	255	1	1	0	7181	7181	0	255	0	255	0	255	2	2	0	7182	7182	0	255	0	255	0	255	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
9	4	605	0	0	606	607	608	0	0	0	5	4	10	65	4000000	3	0	1109393408	1	0	64	0	0	0	0	0	0	983552	16781312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	69	65	65	0	0	7167	10	10	0	255	0	255	1	1	16	6159	6159	0	255	0	255	0	255	1	1	0	7181	7181	0	255	0	255	0	255	2	2	0	7182	7182	0	255	0	255	0	255	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
